dwell_time,flight_time
0.08810114860534668,0.532320499420166
0.09580469131469727,0.10657191276550293
0.09605813026428223,0.0
0.07964277267456055,0.037674903869628906
0.10463452339172363,0.04758024215698242
0.10198450088500977,0.2220911979675293
0.09133625030517578,0.9561576843261719
0.03807950019836426,0.19579124450683594
0.07344222068786621,0.14301753044128418
0.042562246322631836,0.3726067543029785
0.09919023513793945,0.036346435546875
0.0942983627319336,0.10819435119628906
0.05872702598571777,0.10068392753601074
0.09721946716308594,0.4084641933441162
0.07272505760192871,0.12781953811645508
0.05977010726928711,0.41121864318847656
0.7344396114349365,27.608882427215576
0.06508636474609375,0.08900833129882812
0.05406808853149414,0.0022776126861572266
0.06927704811096191,0.13293099403381348
0.08093476295471191,0.1411120891571045
0.06932663917541504,0.0683598518371582
0.0762624740600586,1.4190828800201416
0.09976363182067871,0.11254143714904785
0.16120100021362305,0.11912083625793457
0.09340548515319824,0.37743568420410156
0.10852718353271484,0.5742194652557373
0.0664069652557373,0.09069585800170898
0.08155989646911621,0.16028571128845215
0.0798788070678711,0.09828853607177734
0.08429479598999023,0.22737526893615723
0.0731344223022461,0.05174589157104492
0.08727574348449707,0.19556951522827148
0.06926679611206055,0.07911443710327148
0.13168740272521973,0.12109589576721191
0.07284069061279297,1.110353946685791
0.09980463981628418,0.36046767234802246
0.0687096118927002,0.10058879852294922
0.10191941261291504,0.024303674697875977
0.09236788749694824,0.14800739288330078
0.0356287956237793,0.09209513664245605
0.0866243839263916,0.03850078582763672
0.06253194808959961,0.001998424530029297
0.06789016723632812,0.3580441474914551
0.0771641731262207,0.07268166542053223
0.08051061630249023,0.12913203239440918
0.05694007873535156,0.02518463134765625
0.1176457405090332,1.0184721946716309
0.09294867515563965,0.5987198352813721
0.129439115524292,0.1210782527923584
0.03317427635192871,0.4660220146179199
0.06913328170776367,0.3270742893218994
0.08552074432373047,0.12749648094177246
0.06660270690917969,0.12294745445251465
0.059348106384277344,0.48356056213378906
0.0996694564819336,0.838282585144043
0.06447935104370117,0.3551323413848877
0.06508755683898926,0.11407256126403809
0.06679439544677734,0.5988280773162842
0.04722237586975098,1.822582483291626
0.06337594985961914,0.17440104484558105
0.08256959915161133,0.07075619697570801
0.06866908073425293,0.048352718353271484
0.07958459854125977,0.9045519828796387
0.09977173805236816,0.350419282913208
0.05899834632873535,0.07320380210876465
0.11229610443115234,0.06901192665100098
0.06795430183410645,0.08509111404418945
0.08007502555847168,0.6794970035552979
0.07440948486328125,0.16953539848327637
0.09896636009216309,0.06638407707214355
0.08740448951721191,0.11386775970458984
0.09459781646728516,0.7258951663970947
0.09735727310180664,0.07134461402893066
0.1170504093170166,0.06919360160827637
0.1109762191772461,0.08068680763244629
0.07805943489074707,0.10827064514160156
0.0946352481842041,0.39398741722106934
0.07837462425231934,0.04323720932006836
0.08648371696472168,0.1758115291595459
0.060889244079589844,0.07107329368591309
0.08960628509521484,0.24874424934387207
0.07088088989257812,0.16723966598510742
0.23000168800354004,0.8034014701843262
0.09763145446777344,0.14924216270446777
0.07147693634033203,0.10164666175842285
0.10601234436035156,0.11875772476196289
0.06365323066711426,1.0551371574401855
0.054251909255981445,0.1513996124267578
0.06411123275756836,0.08955836296081543
0.08943581581115723,0.0340116024017334
0.09768033027648926,0.05932116508483887
0.08582782745361328,0.16938161849975586
0.08949780464172363,0.06934189796447754
0.07725858688354492,0.06873703002929688
0.08379268646240234,0.052266597747802734
0.09283828735351562,0.703538179397583
0.11375761032104492,0.17403364181518555
0.062216997146606445,0.28206849098205566
0.0644826889038086,0.34760451316833496
0.033196449279785156,0.4634716510772705
0.0672755241394043,0.5085344314575195
0.12386488914489746,0.37501025199890137
0.06380939483642578,0.07508230209350586
0.04357004165649414,0.15033459663391113
0.10329723358154297,1.6673541069030762
0.20179319381713867,0.07447147369384766
0.09012913703918457,0.06098771095275879
0.0743715763092041,0.19214367866516113
0.08666133880615234,0.3943674564361572
0.06994199752807617,0.34213757514953613
0.09096360206604004,2.0388476848602295
0.07553839683532715,0.13971257209777832
0.08521723747253418,0.023046493530273438
0.09656381607055664,0.1546335220336914
0.04549837112426758,0.10099959373474121
0.09115052223205566,0.00769352912902832
0.07531857490539551,0.03612661361694336
0.09489679336547852,1.1778619289398193
0.10377931594848633,0.012219429016113281
0.05218958854675293,0.09071731567382812
0.07506179809570312,0.10416197776794434
0.06024336814880371,0.05904865264892578
0.10908079147338867,0.1501476764678955
0.06171703338623047,0.12426495552062988
0.2152853012084961,0.0019960403442382812
0.1084129810333252,1.2540199756622314
0.06760239601135254,0.3885385990142822
0.04117107391357422,0.2620391845703125
0.06752562522888184,1.967820405960083
0.10452032089233398,0.1717510223388672
0.07806539535522461,0.16641569137573242
0.06977176666259766,0.07501721382141113
0.09886312484741211,0.058435678482055664
0.12296581268310547,0.11232376098632812
0.16703248023986816,0.04693961143493652
0.11609339714050293,1.2852637767791748
0.0905296802520752,0.2368764877319336
0.07375693321228027,0.0743560791015625
0.07153463363647461,0.17993783950805664
0.05942535400390625,0.2440321445465088
0.04918169975280762,0.1539616584777832
0.07439088821411133,0.0667734146118164
